,id,title,categories,authors
2934,1402.1869,on the number of linear regions of deep neural networks,stat.ml cs.lg cs.ne,"['guido montúfar', 'razvan pascanu', 'kyunghyun cho', 'yoshua bengio']"
2935,1402.1876,information theory and image understanding: an application to   polarimetric sar imagery,stat.me math.st stat.th,"['a. c. frery', 'a. d. c. nascimento', 'r. j. cintra']"
2936,1402.1888,a consistent histogram estimator for exchangeable graph models,stat.me,"['stanley h. chan', 'edoardo m. airoldi']"
2937,1402.1892,thresholding classifiers to maximize f1 score,stat.ml cs.ir cs.lg,"['zachary chase lipton', 'charles elkan', 'balakrishnan narayanaswamy']"
2938,1402.1905,a characterization of a cauchy family on the complex space,math.st stat.th,"['shogo kato', 'peter mccullagh']"
2939,1402.1909,a bayesian nonparametric hypothesis testing approach for regression   discontinuity designs,stat.me,"['george karabatsos', 'stephen g. walker']"
2940,1402.1918,lower bounds on the performance of polynomial-time algorithms for sparse   linear regression,math.st cs.cc stat.th,"['yuchen zhang', 'martin j. wainwright', 'michael i. jordan']"
2941,1402.1958,better optimism by bayes: adaptive planning with rich models,cs.ai cs.lg stat.ml,"['arthur guez', 'david silver', 'peter dayan']"
2942,1402.1976,decision making via ahp,stat.me physics.data-an,['m. andrecut']
2943,1402.2026,genomic prediction of quantitative traits using sparse and locally   epistatic models,stat.ap stat.ml,['deniz akdemir']
2944,1402.2044,a second-order bound with excess losses,stat.ml cs.lg math.st stat.th,"['pierre gaillard', 'gilles stoltz', 'tim van erven']"
2945,1402.2094,on the method of pivoting the cdf for exact confidence intervals with   illustration for exponential mean under life-test with time constraints,math.st stat.th,"['narayanaswamy balakrishnan', 'erhard cramer', 'george iliopoulos']"
2946,1402.2148,an algorithmic framework for computing validation performance bounds by   using suboptimal models,stat.ml,"['yoshiki suzuki', 'kohei ogawa', 'yuki shinmura', 'ichiro takeuchi']"
2947,1402.2169,the spatial sensitivity function of a light sensor,astro-ph.im physics.data-an stat.ap,"['n. k. malakar', 'a. j. mesiti', 'k. h. knuth']"
2948,1402.2220,"donald arthur preece: a life in statistics, mathematics and music",math.ho math.co stat.ot,['r. a. bailey']
2949,1402.2238,information-theoretically optimal sparse pca,cs.it math.it math.st stat.th,"['yash deshpande', 'andrea montanari']"
2950,1402.2243,semiparametric topographical mixture models with symmetric errors,math.st stat.th,"['cristina butucea', 'rodrigue ngueyep tzoumpe', 'pierre vandekerkhove']"
2951,1402.2255,robust phase retrieval and super-resolution from one bit coded   diffraction patterns,cs.it math.it math.st stat.ap stat.th,['youssef mroueh']
2952,1402.2300,feature and variable selection in classification,cs.lg cs.ai stat.ml,['aaron karper']
2953,1402.2333,modeling sequential data using higher-order relational features and   predictive training,cs.lg cs.cv stat.ml,"['vincent michalski', 'roland memisevic', 'kishore konda']"
2954,1402.2447,a comparison of linear and non-linear calibrations for speaker   recognition,stat.ml cs.lg,"['niko brümmer', 'albert swart', 'david van leeuwen']"
2955,1402.2492,risk margin quantile function via parametric and non-parametric bayesian   quantile regression,q-fin.rm stat.ap stat.co,"['alice x. d. dong', 'jennifer s. k. chan', 'gareth w. peters']"
2956,1402.2499,justifying information-geometric causal inference,stat.ml,"['dominik janzing', 'bastian steudel', 'naji shajarisales', 'bernhard schölkopf']"
2957,1402.2510,statistical signs of social influence on suicides,stat.ap physics.soc-ph,"['hygor piaget m. melo', 'andré a. moreira', 'hernán a. makse', 'josé s. andrade']"
2958,1402.2550,a new approach to designing phase i-ii cancer trials for cytotoxic   chemotherapies,stat.me stat.ap,"['jay bartroff', 'tze leung lai', 'balasubramanian narasimhan']"
2959,1402.2594,online nonparametric regression,stat.ml cs.lg math.st stat.th,"['alexander rakhlin', 'karthik sridharan']"
2960,1402.2628,on the gamma-reflected processes with fbm input,math.pr math.st stat.th,"['peng liu', 'enkelejd hashorva', 'lanpeng ji']"
2961,1402.2667,on zeroth-order stochastic convex optimization via random walks,cs.lg stat.ml,"['tengyuan liang', 'hariharan narayanan', 'alexander rakhlin']"
2962,1402.2678,multiple comparison procedures for neuroimaging genomewide association   studies,stat.co stat.ap,"['wen-yu hua', 'thomas e. nichols', 'debashis ghosh', ""the alzheimer's disease neuroimaging initiative""]"
2963,1402.2679,equivalence of kernel machine regression and kernel distance covariance   for multidimensional trait association studies,stat.ml stat.me,"['wen-yu hua', 'debashis ghosh']"
2964,1402.2713,mcmc algorithms for bayesian variable selection in the logistic   regression model for large-scale genomic applications,stat.co,"['manuela zucknick', 'sylvia richardson']"
2965,1402.2755,imprecise dirichlet process with application to the hypothesis test on   the probability that x< y,math.st stat.me stat.th,"['alessio benavoli', 'francesca mangili', 'fabrizio ruggeri', 'marco zaffalon']"
2966,1402.2775,on data depth in infinite dimensional spaces,stat.me,"['anirvan chakraborty', 'probal chaudhuri']"
2967,1402.2786,the deepest point for distributions in infinite dimensional spaces,math.st stat.th,"['anirvan chakraborty', 'probal chaudhuri']"
2968,1402.2823,high-dimensional tests for spherical location and spiked covariance,math.st stat.th,"['christophe ley', 'davy paindaveine', 'thomas verdebout']"
2969,1402.2864,sparse estimation from noisy observations of an overdetermined linear   system,cs.sy stat.ml,"['liang dai', 'kristiaan pelckmans']"
2970,1402.2918,confidence bands for distribution functions: a new look at the law of   the iterated logarithm,math.st stat.th,"['lutz duembgen', 'jon a. wellner']"
2971,1402.2966,nonparametric estimation of renyi divergence and friends,stat.ml math.st stat.th,"['akshay krishnamurthy', 'kirthevasan kandasamy', 'barnabas poczos', 'larry wasserman']"
2972,1402.3032,regularization for multiple kernel learning via sum-product networks,stat.ml cs.lg,['ziming zhang']
2973,1402.3070,squeezing bottlenecks: exploring the limits of autoencoder semantic   representation capabilities,cs.ir cs.lg stat.ml,"['parth gupta', 'rafael e. banchs', 'paolo rosso']"
2974,1402.3085,gaussian process volatility model,stat.me stat.ml,"['yue wu', 'jose miguel hernandez lobato', 'zoubin ghahramani']"
2975,1402.3230,interpreting the distance correlation results for the combo-17 survey,astro-ph.co math.st stat.th,"['mercedes t. richards', 'donald st. p. richards', 'elizabeth martinez-gomez']"
2976,1402.3405,authorship analysis based on data compression,cs.cl cs.dl cs.ir stat.ml,"['daniele cerra', 'mihai datcu', 'peter reinartz']"
2977,1402.3410,wmixnet: software for clustering the nodes of binary and valued graphs   using the stochastic block model,stat.co stat.ap,['jean-benoist leger']
2978,1402.3478,a functional derivative useful for the linearization of inequality   indexes in the design-based framework,stat.me,"['lucio barabesi', 'giancarlo diana', 'pier francesco perri']"
2979,1402.3559,on the folded normal distribution,stat.me,"['michail tsagris', 'christina beneki', 'hossein hassani']"
2980,1402.3569,a fast algorithm for sampling from the posterior of a von mises   distribution,stat.co,"['peter g. m. forbes', 'kanti v. mardia']"
2981,1402.3580,bayesian inference for nmr spectroscopy with applications to chemical   quantification,stat.ap stat.me stat.ml,"['andrew gordon wilson', 'yuting wu', 'daniel j. holland', 'sebastian nowozin', 'mick d. mantle', 'lynn f. gladden', 'andrew blake']"
2982,1402.3641,wind speed prediction using different computing techniques,stat.co,"['munir ahmad nayak', 'm c deo']"
2983,1402.3646,statistical analysis of the price and subjective quality ratings on   australian wines,stat.ap,['peter m. visscher']
2984,1402.3722,word2vec explained: deriving mikolov et al.'s negative-sampling   word-embedding method,cs.cl cs.lg stat.ml,"['yoav goldberg', 'omer levy']"
2985,1402.3740,joint variable selection for data envelopement analysis via group   sparsity,math.oc stat.me,"['zhiwei qin', 'irene song']"
2986,1402.3783,map-aware models for indoor wireless localization systems: an   experimental study,cs.it math.it stat.ap,"['francesco montorsi', 'fabrizio pancaldi', 'giorgio m. vitetta']"
2987,1402.3835,testing probability distributions underlying aggregated data,cs.ds cs.dm math.pr math.st stat.th,"['clément canonne', 'ronitt rubinfeld']"
2988,1402.3890,power laws in citation distributions: evidence from scopus,cs.dl physics.soc-ph stat.ap,['michal brzezinski']
2989,1402.3896,bayesian model-averaged benchmark dose analysis via reparameterized   quantal-response models,stat.me,"['qijun fang', 'walter w. piegorsch', 'susan j. simmons', 'xiaosong li', 'cuixian chen', 'yishi wang']"
2990,1402.3921,improved ratio type estimator using two auxiliary variables under second   order approximation,math.st stat.th,"['prayas sharma', 'rajesh singh']"
2991,1402.3973,dimensionality reduction with subgaussian matrices: a unified theory,cs.it cs.ds math.it stat.ml,['sjoerd dirksen']
2992,1402.4053,the algebraic approach to phase retrieval and explicit inversion at the   identifiability threshold,math.fa cs.cv cs.it math.ag math.it stat.ml,"['franz j király', 'martin ehler']"
2993,1402.4078,performance limits of dictionary learning for sparse coding,stat.ml,"['alexander jung', 'yonina c. eldar', 'norbert görtz']"
2994,1402.4089,fast hamiltonian monte carlo using gpu computing,stat.co,"['andrew l. beam', 'sujit k. ghosh', 'jon doyle']"
2995,1402.4102,stochastic gradient hamiltonian monte carlo,stat.me cs.lg stat.ml,"['tianqi chen', 'emily b. fox', 'carlos guestrin']"
2996,1402.4281,bayesian and maximum likelihood estimation for gaussian processes on an   incomplete lattice,stat.co stat.me,"['jonathan r. stroud', 'michael l. stein', 'shaun lysen']"
2997,1402.4293,the random forest kernel and other kernels for big data from random   partitions,stat.ml cs.lg,"['alex davies', 'zoubin ghahramani']"
2998,1402.4304,automatic construction and natural-language description of nonparametric   regression models,stat.ml cs.lg,"['james robert lloyd', 'david duvenaud', 'roger grosse', 'joshua b. tenenbaum', 'zoubin ghahramani']"
2999,1402.4306,student-t processes as alternatives to gaussian processes,stat.ml cs.ai cs.lg stat.me,"['amar shah', 'andrew gordon wilson', 'zoubin ghahramani']"
3000,1402.4316,rates of convergence for renyi entropy in extreme value theory,math.st stat.th,['ali saeb']
3001,1402.4354,hybrid srl with optimization modulo theories,cs.lg stat.ml,"['stefano teso', 'roberto sebastiani', 'andrea passerini']"
3002,1402.4371,a convergence proof of the split bregman method for regularized   least-squares problems,math.oc cs.lg stat.ml,"['hung nien', 'jeffrey a. fessler']"
3003,1402.4426,fluctuations analysis in complex networks modeled by hidden variable   models. necessity of a large cut-off in hidden-variable models,cond-mat.dis-nn cond-mat.stat-mech stat.ap,['massimo ostilli']
3004,1402.4459,significance analysis for pairwise variable selection in classification,stat.me,"['xingye qiao', 'yufeng liu', 'j. s. marron']"
3005,1402.4501,a kernel independence test for random processes,stat.ml,"['kacper chwialkowski', 'arthur gretton']"
3006,1402.4507,high dimensional semiparametric scale-invariant principal component   analysis,stat.ml,"['fang han', 'han liu']"
3007,1402.4542,unsupervised ranking of multi-attribute objects based on principal   curves,cs.lg cs.ai stat.ml,"['chun-guo li', 'xing mei', 'bao-gang hu']"
3008,1402.4566,transduction on directed graphs via absorbing random walks,cs.cv cs.lg stat.ml,"['jaydeep de', 'xiaowei zhang', 'li cheng']"
3009,1402.4578,growth rates of modern science: a bibliometric analysis based on the   number of publications and cited references,cs.dl physics.soc-ph stat.ap,"['lutz bornmann', 'ruediger mutz']"
3010,1402.4624,sparse quantile huber regression for efficient and robust estimation,stat.ml cs.ds math.oc stat.me,"['aleksandr y. aravkin', 'anju kambadur', 'aurelie c. lozano', 'ronny luss']"
3011,1402.4653,retrieval of experiments by efficient estimation of marginal likelihood,stat.ml cs.ir cs.lg,"['sohan seth', 'john shawe-taylor', 'samuel kaski']"
3012,1402.4732,efficient inference of gaussian process modulated renewal processes with   application to medical event data,stat.ml cs.lg stat.ap,['thomas a. lasko']
3013,1402.4746,near-optimal-sample estimators for spherical gaussian mixtures,cs.lg cs.ds cs.it math.it stat.ml,"['jayadev acharya', 'ashkan jafarpour', 'alon orlitsky', 'ananda theertha suresh']"
3014,1402.4773,signal detection for inverse problems in a multidimensional framework,math.st stat.th,"['yuri i. ingster', 'béatrice laurent', 'clément marteau']"
3015,1402.4862,learning the parameters of determinantal point process kernels,stat.ml cs.lg,"['raja hafiz affandi', 'emily b. fox', 'ryan p. adams', 'ben taskar']"
3016,1402.4882,tests for high dimensional generalized linear models,stat.me,"['song xi chen', 'bin guo']"
3017,1402.4884,le cam meets lecun: deficiency and generic feature learning,stat.ml,"['brendan van rooyen', 'robert c. williamson']"
3018,1402.4887,isolated effective coherence (icoh): causal information flow excluding   indirect paths,stat.me,"['rd pascual-marqui', 'rj biscay', 'j bosch-bayard', 'd lehmann', 'k kochi', 'n yamada', 't kinoshita', 'n sadato']"
3019,1402.4888,survey on sparse coded features for content based face image retrieval,cs.ir cs.cv cs.lg stat.ml,"['d. johnvictor', 'g. selvavinayagam']"
3020,1402.4914,"building fast bayesian computing machines out of intentionally   stochastic, digital parts",cs.ai cs.ar stat.co,"['vikash mansinghka', 'eric jonas']"
3021,1402.4984,fast matrix computations for functional additive models,stat.co,['simon barthelme']
3022,1402.5077,group-sparse matrix recovery,cs.lg cs.cv stat.ml,"['xiangrong zeng', 'mário a. t. figueiredo']"
3023,1402.5103,finite mixture model of conditional dependencies modes to cluster   categorical data,stat.me,"['matthieu marbac', 'christophe biernacki', 'vincent vandewalle']"
3024,1402.5190,trace pursuit: a general framework for model-free variable selection,stat.me,"['zhou yu', 'yuexiao dong', 'li-xing zhu']"
3025,1402.5257,conditional multilevel monte carlo simulation of groundwater flow in the   culebra dolomite at the waste isolation pilot plant (wipp) site,stat.co stat.ap,"['m. park', 'k. a. cliffe']"
3026,1402.5264,"exponentiated weibull-logarithmic distribution: model, properties and   applications",stat.me,"['eisa mahmoudi', 'afsaneh sepahdar', 'artur lemonte']"
3027,1402.5282,"the compound class of linear failure rate-power series distributions:   model, properties and applications",stat.co stat.me,"['eisa mahmoudi', 'ali akbar jafari']"
3028,1402.5319,spatially-constrained clustering of ecological networks,stat.ap,"['vincent miele', 'franck picard', 'stéphane dray']"
3029,1402.5360,important molecular descriptors selection using self tuned reweighted   sampling method for prediction of antituberculosis activity,cs.lg stat.ap stat.ml,"['n/a doreswamy', 'chanabasayya m. vastrad']"
3030,1402.5383,statistical tests for a sequence of random numbers by using the   distribution function of random distance in three dimensions,stat.ap,['sergii koliada']
3031,1402.5384,phi-divergence statistics for the likelihood ratio order: an approach   based on log-linear models,stat.me,"['nirian martín', 'raquel mata', 'leandro pardo']"
3032,1402.5397,bayesian additive regression trees with parametric models of   heteroskedasticity,stat.me,"['justin bleich', 'adam kapelner']"
3033,1402.5458,information aggregation in exponential family markets,cs.ai cs.gt stat.ml,"['jacob abernethy', 'sindhu kutty', 'sébastien lahaie', 'rahul sami']"
3034,1402.5565,semi-supervised nonlinear distance metric learning via forests of   max-margin cluster hierarchies,stat.ml cs.ir cs.lg,"['david m. johnson', 'caiming xiong', 'jason j. corso']"
3035,1402.5568,regularized block toeplitz covariance matrix estimation via kronecker   product expansions,stat.me,"['kristjan greenewald', 'alfred o. hero']"
3036,1402.5581,error bound for compound wishart matrices,stat.ap,['ilya soloveychik']
3037,1402.5584,path thresholding: asymptotically tuning-free high-dimensional sparse   regression,math.st cs.it math.it stat.ml stat.th,"['divyanshu vats', 'richard g. baraniuk']"
3038,1402.5596,exact post model selection inference for marginal screening,stat.me cs.lg math.st stat.ml stat.th,"['jason d lee', 'jonathan e taylor']"
3039,1402.5607,maxima of a triangular array of multivariate gaussian sequence,math.pr stat.ap,"['enkelejd hashorva', 'liang peng', 'zhichao weng']"
3040,1402.5608,"higher-order expansions of distributions of maxima in a h\""{u}sler-reiss   model",math.pr stat.ap,"['e. hashorva', 'z. peng', 'z. weng']"
3041,1402.5609,efficient class of estimators for population median using auxiliary   information,math.st stat.me stat.th,"['prayas sharma', 'rajesh singh']"
3042,1402.5640,joint structure learning of multiple non-exchangeable networks,stat.me,"['chris j. oates', 'sach mukherjee']"
3043,1402.5724,model selection criteria for nonlinear mixed effects modeling,stat.me,['hidetoshi matsui']
3044,1402.5731,information-theoretic bounds for adaptive sparse recovery,cs.it cs.lg math.it math.st stat.th,"['cem aksoylar', 'venkatesh saligrama']"
3045,1402.5991,a predictive analytics approach to reducing avoidable hospital   readmission,stat.ap cs.ai,"['issac shams', 'saeede ajorlou', 'kai yang']"
3046,1402.6034,a dct approximation for image compression,cs.mm cs.cv stat.me,"['r. j. cintra', 'f. m. bayer']"
3047,1402.6035,annealed important sampling for models with latent variables,stat.me,"['m. -n. tran', 'c. strickland', 'm. k. pitt', 'r. kohn']"
3048,1402.6076,machine learning at scale,cs.lg cs.ms stat.ml,"['sergei izrailev', 'jeremy m. stanley']"
3049,1402.6133,bayesian sample size determination of vibration signals in machine   learning approach to fault diagnosis of roller bearings,stat.ml cs.lg,"['siddhant sahu', 'v. sugumaran']"
3050,1402.6149,on singular value distribution of large dimensional auto-covariance   matrices,stat.me,"['zeng li', 'guangming pan', 'jianfeng yao']"
3051,1402.6151,approaching allelic probabilities and genome-wide association studies   from beta distributions,q-bio.gn q-bio.pe stat.ap,"['josé santiago garcía-cremades', 'angel del río', 'josé a. garcía', 'javier gayán', 'antonio gonzález-pérez', 'agustín ruiz', 'o. sotolongo-grau', 'manuel ruiz-marín']"
3052,1402.6409,"rate of convergence in the maximum likelihood estimation for partial   discrete parameter, with applications to the cluster analysis and philology",math.st stat.th,"['e. ostrovsky', 'l. sirota', 'a. zeldin']"
3053,1402.6550,theory and methods of panel data models with interactive effects,math.st stat.th,"['jushan bai', 'kunpeng li']"
3054,1402.6636,analysis of multibeam sonar data using dissimilarity representations,cs.ce stat.ml,"['iain rice', 'roger benton', 'les hart', 'david lowe']"
3055,1402.6666,an analytics approach to designing patient centered medical homes,stat.ap,"['saeede ajorlou', 'issac shams', 'kai yang']"
3056,1402.6717,wald type and phi-divergence based test-statistics for isotonic binomial   proportions,stat.me,"['nirian martín', 'raquel mata', 'leando pardo']"
3057,1402.6738,an efficient asymptotic approach for testing monotone proportions   assuming an underlying logit based order dose-response model,stat.me,"['nirian martín', 'raquel mata']"
3058,1402.6781,bias reduction of long memory parameter estimators via the pre-filtered   sieve bootstrap,stat.me stat.co,"['d. s. poskitt', 'gael m. martin', 'simone d. grose']"
3059,1402.6791,a method for comparing chess openings,stat.ot,['jamal munshi']
3060,1402.6806,statistical inference based on robust low-rank data matrix approximation,math.st stat.th,"['xingdong feng', 'xuming he']"
3061,1402.7005,bayesian multi-scale optimistic optimization,stat.ml cs.lg,"['ziyu wang', 'babak shakibi', 'lin jin', 'nando de freitas']"
3062,1402.7322,quantifying the multi-scale performance of network inference algorithms,stat.me,"['chris j. oates', 'richard amos', 'simon e. f. spencer']"
3063,1403.0060,regression analysis in quantum language,math.st stat.th,['shiro ishikawa']
3064,1403.0154,improved estimator of population variance using information on auxiliary   attribute in simple random sampling,math.st stat.th,"['rajesh singh', 'sachin malik']"
3065,1403.0201,a wilcoxon-mann-whitney type test for infinite dimensional data,stat.me,"['anirvan chakraborty', 'probal chaudhuri']"
3066,1403.0211,smered: a bayesian approach to graphical record linkage and   de-duplication,stat.co stat.ap,"['rebecca c. steorts', 'rob hall', 'stephen e. fienberg']"
3067,1403.0217,high-frequency asymptotics for path-dependent functionals of ito   semimartingales,math.st stat.th,"['moritz duembgen', 'mark podolskij']"
3068,1403.0329,asymptotic properties of the misclassification errors for euclidean   distance discriminant rule in high-dimensional data,math.st stat.th,"['h. watanabe', 'm. hyodo', 't. seo', 't. pavlenko']"
3069,1403.0387,approximate integrated likelihood via abc methods,stat.co,"['clara grazian', 'brunero liseo']"
3070,1403.0481,support vector machine model for currency crisis discrimination,cs.lg stat.ml,['arindam chaudhuri']
3071,1403.0510,bayesian density estimation via multiple sequential inversions of 2-d   images with application in electron microscopy,stat.ap cond-mat.mtrl-sci,"['dalia chakrabarty', 'fabio rigat', 'nare gabrielyan', 'richard beanland', 'shashi paul']"
3072,1403.0515,a primal dual active set with continuation algorithm for the   \ell^0-regularized optimization problem,math.oc cs.it math.it stat.ml,"['yuling jiao', 'bangti jin', 'xiliang lu']"
3073,1403.0532,visualization of skewed data: a tool in r,stat.co stat.ap,"['r. ospina', 'a. m. larangeiras', 'a. c. frery']"
3074,1403.0566,"discussion of ""estimating the distribution of dietary consumption   patterns""",stat.ap,"['stephen e. fienberg', 'rebecca c. steorts']"
3075,1403.0609,bayesian estimation in differential equation models,math.st stat.th,"['prithwish bhaumik', 'subhashis ghosal']"
3076,1403.0612,modeling clustered non-stationary poisson processes for stochastic   simulation inputs,stat.ap,"['issac shams', 'saeede ajorlou', 'kai yang']"
3077,1403.0623,global solar irradiation prediction using a multi-gene genetic   programming approach,cs.ne cs.ce stat.ap,"['indranil pan', 'daya shankar pandey', 'saptarshi das']"
3078,1403.0648,multi-period trading prediction markets with connections to machine   learning,cs.gt cs.lg q-fin.tr stat.ml,"['jinli hu', 'amos storkey']"
3079,1403.0668,estimating multiple step shifts in a gaussian process mean with an   application to phase i control chart analysis,stat.ap,"['issac shams', 'saeede ajorlou', 'kai yang']"
3080,1403.0674,a multivariate hierarchical bayesian framework for healthcare   predictions with application to medical home study in the department of   veteran affairs,stat.ap,"['issac shams', 'saeede ajorlou', 'kai yang']"
3081,1403.0699,multi-shot person re-identification via relational stein divergence,cs.cv stat.ml,"['azadeh alavi', 'yan yang', 'mehrtash harandi', 'conrad sanderson']"
3082,1403.0740,on the information-theoretic limits of graphical model selection for   gaussian time series,math.st stat.th,"['gabor hannak', 'alexander jung', 'norbert goertz']"
3083,1403.0745,ensemblesvm: a library for ensemble learning using support vector   machines,stat.ml cs.lg,"['marc claesen', 'frank de smet', 'johan suykens', 'bart de moor']"
3084,1403.0829,multiview hessian regularized logistic regression for action recognition,cs.cv cs.lg stat.ml,"['w. liu', 'h. liu', 'd. tao', 'y. wang', 'ke lu']"
3085,1403.0848,"netconomics: novel forecasting techniques from the combination of big   data, network science and economics",q-fin.gn physics.soc-ph stat.me,"['andreas joseph', 'irena vodenska', 'eugene stanley', 'guanrong chen']"
3086,1403.0873,matroid regression,math.st cs.dm cs.lg stat.me stat.ml stat.th,"['franz j király', 'louis theran']"
3087,1403.0998,hierarchical semi-parametric duration models,stat.me,"['mingyu tang', 'mark schervish']"
3088,1403.1102,some improved estimators in systematic sampling under non-response,stat.me math.st stat.th,"['hemant k. verma', 'r. d. singh', 'rajesh singh']"
3089,1403.1210,predicting patient risk of readmission with frailty models in the   department of veteran affairs,stat.ap,"['saeede ajorlou', 'issac shams', 'kai yang']"
3090,1403.1241,"vaccines, contagion, and social networks",stat.me cs.si physics.soc-ph,"['elizabeth l. ogburn', 'tyler j. vanderweele']"
3091,1403.1249,generalized information criterion for model selection in penalized   graphical models,stat.me,"['antonino abbruzzo', 'ivan vujačić', 'ernst wit', 'angelo m. mineo']"
3092,1403.1302,distribution of the maximum and minimum of a random number of bounded   random variables,math.st stat.th,"['jie hao', 'anant godbole']"
3093,1403.1345,minimax optimal bayesian aggregation,math.st stat.me stat.ml stat.th,"['yun yang', 'david b. dunson']"
3094,1403.1388,estimation of noisy cubic spline using a natural basis,math.st stat.th,"['azzouz dermoune', 'cristian preda']"
3095,1403.1430,sparse principal component analysis via rotation and truncation,cs.lg cs.cv stat.ml,"['zhenfang hu', 'gang pan', 'yueming wang', 'zhaohui wu']"
3096,1403.1481,new perspectives on k-support and cluster norms,stat.ml,"['andrew m. mcdonald', 'massimiliano pontil', 'dimitris stamos']"
3097,1403.1562,the laplace motion in phylogenetic comparative methods,q-bio.pe math.pr stat.ap stat.co,['krzysztof bartoszek']
3098,1403.1600,collaborative filtering with information-rich and information-sparse   entities,stat.ml cs.it cs.lg math.it,"['kai zhu', 'rui wu', 'lei ying', 'r. srikant']"
3099,1403.1665,on the tail asymptotics of the area swept under the brownian storage   graph,math.st stat.th,"['marek arendarczyk', 'krzysztof dȩbicki', 'michel mandjes']"
3100,1403.1669,total variation approximations and conditional limit theorems for   multivariate regularly varying random walks conditioned on ruin,math.st stat.th,"['jose blanchet', 'jingchen liu']"
3101,1403.1680,evolutionary global optimization posed as a randomly perturbed   martingale problem and applied to parameter recovery of chaotic oscillators,stat.me,"['saikat sarkar', 'debasish roy', 'ram mohan vasu']"
3102,1403.1699,testing monotonicity via local least concave majorants,math.st stat.th,"['nathalie akakpo', 'fadoua balabdaoui', 'cécile durot']"
3103,1403.1762,simple simulation of diffusion bridges with application to likelihood   inference for diffusions,math.st stat.th,"['mogens bladt', 'michael sørensen']"
3104,1403.1783,bayesian spatio-temporal epidemic models with applications to sheep pox,stat.ap,"['c. malesios', 'n. demiris', 'k. kalogeropoulos', 'i. ntzoufras']"
3105,1403.1806,bayesian regression discontinuity designs: incorporating clinical   knowledge in the causal analysis of primary care data,stat.me,"['sara geneletti', ""aidan g. o'keeffe"", 'linda d. sharples', 'sylvia richardson', 'gianluca baio']"
3106,1403.1830,a short note on model selection by lasso methods in a change-point model,stat.me,"['fuqi chen', 'sévérien nkurunziza']"
3107,1403.1876,consistent testing for recurrent genomic aberrations,math.st q-bio.qm stat.th,"['vonn walter', 'fred a. wright', 'andrew b. nobel']"
3108,1403.1891,counterfactual estimation and optimization of click metrics for search   engines,cs.lg cs.ai stat.ap stat.ml,"['lihong li', 'shunbao chen', 'jim kleban', 'ankur gupta']"
3109,1403.1893,becoming more robust to label noise with classifier diversity,stat.ml cs.ai cs.lg,"['michael r. smith', 'tony martinez']"
3110,1403.1944,multi-label ensemble based on variable pairwise constraint projection,cs.lg cs.cv stat.ml,"['ping li', 'hong li', 'min wu']"
3111,1403.1994,multiresolution analysis of incomplete rankings,math.st stat.th,"['stéphan clémençon', 'jérémie jakubowicz', 'eric sibony']"
3112,1403.2003,the impact of employment web sites' traffic on unemployment: a cross   country comparison,stat.ap cs.cy cs.ir,"['m. lutfi arslan', 'sadi evren seker']"
3113,1403.2022,local asymptotic minimax estimation of nonregular parameters with   translation-scale equivariant maps,math.st stat.th,['kyungchul song']
3114,1403.2036,straightforward bibliography management in r with the refmanager package,cs.dl cs.ms stat.co,['mathew w. mclean']
3115,1403.2073,generalized canonical correlation analysis and its application to blind   source separation based on a dual-linear predictor structure,math.na stat.ml,['wei liu']
3116,1403.2085,estimation and inference for linear panel data models under   misspecification when both $n$ and $t$ are large,math.st stat.th,"['antonio f. galvao', 'kengo kato']"
3117,1403.2137,relabelling algorithms for large dataset mixture models,stat.ap,"['wanchuang zhu', 'yanan fan']"
3118,1403.2150,constraint-based causal discovery from multiple interventions over   overlapping variable sets,stat.ml cs.ai,"['sofia triantafillou', 'ioannis tsamardinos']"
3119,1403.2301,phase retrieval using lipschitz continuous maps,math.fa cs.it math.it stat.ml,"['radu balan', 'dongmian zou']"
3120,1403.2363,spatio-temporal c\`adl\`ag functional marked point processes: unifying   spatio-temporal frameworks,math.st math.pr stat.me stat.th,"['ottmar cronie', 'jorge mateu']"
3121,1403.2433,"generalised mixability, constant regret, and bayesian updating",cs.lg stat.ml,"['mark d. reid', 'rafael m. frongillo', 'robert c. williamson']"
3122,1403.2434,minimax estimation of nonregular parameters and discontinuity in minimax   risk,math.st stat.th,['kyungchul song']
3123,1403.2578,a note on the limiting spectral distribution of a symmetrized auto-cross   covariance matrix,math.st stat.th,"['zhidong bai', 'chen wang']"
3124,1403.2649,low discrepancy constructions in the triangle,math.na cs.na stat.co,"['kinjal basu', 'art b. owen']"
3125,1403.2732,the bursty dynamics of the twitter information network,cs.si physics.soc-ph stat.ml,"['seth a. myers', 'jure leskovec']"
3126,1403.2805,the jsonlite package: a practical and consistent mapping between json   data and r objects,stat.co cs.ms cs.se,['jeroen ooms']
3127,1403.2845,permutation test for dendrograms and its application to the analysis of   mental lexicons,math.st stat.th,"['kei kobayashi', 'mitsuru orita']"
3128,1403.2877,a survey of dimensionality reduction techniques,stat.ml cs.lg q-bio.qm,"['c. o. s. sorzano', 'j. vargas', 'a. pascual montano']"
3129,1403.2899,a fourier analysis of extreme events,math.st stat.th,"['thomas mikosch', 'yuwei zhao']"
3130,1403.2954,efficient maximum likelihood estimation for l\'{e}vy-driven   ornstein-uhlenbeck processes,math.st stat.th,['hilmar mai']
